cod,descricao
100389,RALADOR PEC-20R
100390,CFW080040S2024P None
100391,LONA AMARELA  LONAX 4X50 R.200  30K
100392,LONA AMARELA  LONAX 4X50 R.200  30K
100393,FRD1000LW- SELADORA CONT.  C/ TINTA  SOLIDA(INOX)ESTE INVERT
100394,BANDEJA ATLAS  23CM
100395,CORALIT ZERO AC  GELO 3.6L
100396,TRINCHA ATLAS  319 2"
100397,CIMENTO  ALVORADA 50KG
100398,VARA DE FERRO  3/8
100399,VARA DE FERRO  50
100400,VARA DE FERRO  50
100401,TELHA 244 X 50 X  4MM CASALIT
100402,ARAME QUEIMADO
100403,SILICONE TUBO C/  280G
100404,ANEL P/ POCO  1.00 X 0.50  FIARCAL
100405,ANEL P/  SUMIDOURO 1.00  X 0.50 FIARCAL
100406,DISCO DE FREIO  DIANT
100407,PASTILHA DIANT
100408,TAMBOR DE FREIO
100409,SAPATA FREIO
100410,FLUIDO DE FREIO  DOT 4
100411,TAMPA
100412,MISTURADOR /  BATEDOR 250LTS
100413,VEROMAX 80 -  BOMBONA 23 KG
100414,BANQUETA PLAST.  BRANCA  TRAMONTINA
100415,CADEIRA  ESTUD.PALITO  S/BRC.PRETA
100416,LIQUIDIF.12V  900W  C/FILT.PHILCO220
100417,CAVADEIRA  ART.MADE.1.40M  GM C2
100418,CHAVE ALLEN  09PC1.5A10MM  BELZER EN
100419,MULTIMETRO  DIGITAL  ELETRON.FOXLUX
100420,PASTA  PLAST.MEIO  OFICIO LINE AZC10
100421,PASTA SUSPENSA  KRAFT DELLO C10
100422,TOUCA DESC.TNT  USO GERAL BR  LAGROT
100423,CAVADEIRA  MACICA SOCADOR  3/4X1.5M
100424,MR210-VE-60- 24VCC
100425,ARAME  FARP.MOTTO FIO  16-250M - BELGO
100426,GRAMPO P/ CERCA  1/9 GALV.BELGO
100427,PREGO 17X27  C/CABECA  POL.BELGO
100428,TELA  SOLD.PVC.25X1.00 2.5MM SAO JORGE
100429,PERFIL U ENRIJ 75  X 4O X 15 X 265
100430,METALON GALV 70  X 30 X 125
100431,METALON GALV 30  X 20 X 125 AC
100432,BARRA REDONDA  12
100433,ALUMINIO BRANCO
100434,DISCO DESBASTE  45 F34
100435,AC SILICONE  INCOLOR FLEX
100436,ROD 50MM GEL  C/FREIO
100437,ROD 50MM GEL  S/FREIO
100438,CURVA 90  P/CONDULETE TOP  1" -TIGRE
100439,TE SANIT 90  150X150MM ESG  PRIM -TIGRE
100440,JUNCAO 45 P/ESG  PRIM DN100X100 - TIGRE
100441,JUNCAO 45 P/ESG  PRIM RED.  DN100X75 -TIGRE
100442,CX N63 SIF QUAD  3ENTR  BR100X100X50 - TIGRE
100443,CX MULTIPLA  INSPECAO/INTERLI C/TAMPA -TIGRE
100444,VERG_ CA60 RETO  PP 8_0MM
100445,COLUNA SOLDADA  3_8 (7X27) 6MTS
100446,FERRO 38
100447,FERRO 38
100448,FERRO 516
100449,FERRO 50
100450,TE SD 25MM -TIGRE
100451,TE SD 50MM -TIGRE
100452,CURVA 90 SD  50MM -TIGRE
100453,TE SD 50X25MM - TIGRE
100454,CAP SD 50MM - TIGRE
100455,LUVA SD 50MM - TIGRE
100456,CAP SD 25MM - TIGRE
100457,TUBO  ELETRODUTO  ROSC 3.0M 1/2 - TIGRE
100458,TUBO  ELETRODUTO  ROSC 3.0M 1.1/4 - TIGRE
100459,LUVA  P/ELETRODUTO  ROSC 1.1/2 -TIGRE
100460,LUVA  P/ELETRODUTO  ROSC 1.1/4 -TIGRE
100461,LUVA  P/ELETRODUTO  ROSC 1" -TIGRE
100462,LUVA  P/CONDULETE TOP  3/4 -TIGRE
100463,CURVA 90 LONG  P/ELETR ROSC  1.1/2 -TIGRE
100464,CURVA 90 LONG  P/ELETR ROSC  1.1/4 -TIGRE
100465,CURVA 90  P/CONDULETE TOP  3/4 -TIGRE
100466,TUBO PVC ESGOTO  150 X 6MTS -TIGRE
100467,TUBO PVC ESGOTO  50 X 6MTS -TIGRE
100468,TUBO PVC ESGOTO  100 X 6MTS -TIGRE
100469,LUVA SIMPLES  50MM ESG PRIM - TIGRE
100470,LUVA SIMPLES  150MM ESG PRIM - TIGRE
100471,LUVA SIMPLES  100MM ESG PRIM - TIGRE
100472,CURVA 90 CURTA  P/ESGOTO PRIM.  DN50 -TIGRE
100473,CURVA 90 CURTA  P/ESGOTO PRIM.  DN100 -TIGRE
100474,ANEL VED ESG 150 - KRONA/TIGRE
100475,ANEL VED ESG 100 - KRONA/TIGRE
100476,ANEL VED ESG 50 - KRONA/TIGRE
100477,ADESIVO PLAS  FRASCO 850G - AMAN/KR
100478,PASTA  LUBRIFICANTE  BISNAGA 400GR - TIGRE
100479,JOELHO 45 P/ESG  PRIM DN150 -TIGRE
100480,JOELHO 45 P/ESG  PRIM DN100 -TIGRE
100481,VASSOURA  C/CABO P/GRAMA  PALHETA  REGULAVEL- FAMASTIL
100482,CX COLETORA  AGUA PLUVIAL - DURIN
100483,ESPATULA CB.  PLASTICO 10CM - TRAMONTINA
100484,REDUCAO EX ESG  150X100 -TIGRE
100485,CX MULTIPLA  GORDURA  C/TAMPA -TIGRE
100486,PARAFUSO  C.GASPAR 01 A 15
100487,BUCHAS FIBRAFIX  F 6-SC (BUCHA) - FISCHER
100488,FRD1000LW- SELADORA CONT.  C/IMP.TINTA  SOLIDA(INOX)(220 None
100489,TINTA SOLIDA  16MM PRETA PARA  SELADORA  FRD1000(DATADOR None
100490,GRAVADOR DVD  SATA LITE ON
100491,MB ASROCK  FM2A55M HD+ R2 0
100492,PROC DUAL CORE  3 7GHZ (3 9GHZ  TURBO) SOCKET  FM2 6
100493,HD 500 0GB SATA  3 5 16 0MB CACHE  7200RPM
100494,MEMORIA 4 0GB  DDDR3 KINGSTON  KVR16N11S8 4
100495,MEMORIA DDR3 8  0GB KINGSTON  KVR16N11 8
100496,MONITOR LED LCD  18 5
100497,GABINETE ATX USB  &AMP; AUDIO  FRONTAL
100498,VGA 1024 0MB PCI  E 16X 1GB DDR3  HDM DVI &AMP;  VGA
100499,FONTE ATX 500W  NOMINAL
100500,TECLADO +  MOUSE SEM FIO 2  4GHZ
100501,SIKA TOP 100 18  KG CX.
100502,BROXA ATLAS  RETANGULAR 18 X  8
100503,LUVA LATEX AZUL  S/ FORRO 137 -  MUCAMBO
100504,BOT ESTRADA CAD  3G PU BI B/PP
100505,TELA DE  POLIESTER DE  0.50 CM
100506,BOTA IMBISEG  ELAST. PU MONO  C/B DE PVC
100507,DESENGRAXANTE  LAZZURIL 900 ML
100508,ENDURECEDOR  LAZZURIL 051  300ML
100509,ENDURECEDOR  LAZZURIL 061  225ML
100510,LIXA DE FERRO  150 CARBORUNDUM
100511,WASH PRIMER  LAZZURIL 600ML
100512,THINNER PU 454  LAZZURIL 900ML
100513,LAZZUDUR PU  BRANCO GEADA I  675ML
100514,DECORA SB BASE F  16L** OCRE  COLONIAL - RM
100515,TIJOLO 20 X 20
100516,TIJOLO 20 X 30
100517,DISCO  DIAMANTADO  TURBO CORTE A  SECO
100518,TARRAXA 3/4
100519,LIXA A SECO 150  CARBORUNDUM
100520,LIXA A SECO 320  CARBORUNDUM
100521,PISTOLA ARPREX  ECO 21 1.3MM
100522,REDUTOR 2002  TEMPO 900ML
100523,TRINCHA ATLAS  395 1"
100524,AGUARRAS CORAL  0.9L
100525,CINTO TEFLON  PARA SELADORA  FRD1000/SF150/0. None
100526,CAMISA ATLAS DE  LA 1000/22
100527,DESEMPENADEIRA  ATLAS DE ACO  LISA 133
100528,DIRETO GESSO  BRANCO 3.6L
100529,ESPATULA ATLAS  DE ACO 175/8 8CM
100530,LIXA DE MADEIRA  180 CARBORUNDUM
100531,TRINCHA ATLAS  395 3"
100532,LIXA DE MADEIRA  120 CARBORUNDUM
100533,MASSA CORRIDA  CORAL 18L
100534,TIJOLO 9X9X19 NF  55
100535,TIJOLO 9X19X29  NF 55
100536,CX LAJOTA P/LUZ  OCTOG 4X4 -TIGRE
100537,CONDUITE  CORRUG 25MM  (3/4) (ROLO  C/50MTS) -TIGRE
100538,CX P/ LUZ RETANG.  4X2 PRETA -TIGRE
100539,CX P/ LUZ QUADR.  4X4 PRETA -TIGRE
100540,LUVA PRESS ELETR  FLEX CORRUG  25MM - KRONA/PLASTILIT
100541,PORTA  CAD.FERROLHO  FG 65X25 -ROCHA
100542,DOBR.P/PORTA FG  3" C/3PCS -ROCHA
100543,TUBO PVC ESG 300  X 6 MTS - CARDINALE /  PLASTILIT
100544,DISCO P/MAD.  WIDIA 24DENTES - PYRAMID/LOYAL
100545,DISCO  DIAMANTADO  TURBO - DIAMANGEO
100546,ARAME QUEIMADO  18 -GERDAU
100547,PREGO C_CABECA  P17 X 27 20 KG
100548,PREGO 17 X 27
100549,CONJ C/4 RODAS
100550,AGUARRAS TEMPO  5L.
100551,CONTADOR  DIGITAL DE  PULSOS TDH033N- 90 240VCA - P008
100552,CONTROL.  DIGITAL  TEMPERATURA  MDH001N-90  240VCA - P299
100553,JUNTA  HOMOCINETICA  VW - KOMBI
100554,OLEO  TRANSM(SAE90)(GL UNIGEROL(11330)
100555,CORRUGADO  AMAR 1/2(20)  POLITUBOS
100556,CAIXA LUZ ELETR  RSC 4X2 TIGRE
100557,LUMIN RED EMB  C/LED BR 12W  MB4818 MB
100558,QD  DIST.12/16C/BARR  DISJ PTA TRANS  TIGRE
100559,SOQUETE  C/RABICHO PRETO  345 CERGE
100560,CABO LFLEX 10MM  METRO
100561,CX ATERRAM 182  IPCL
100562,DISJ 3X50A TQC  3450 GE/LOR
100563,LAMP FLUOR 3U  15W 127V 3K 4520  OUROLUX
100564,QD  DIST.18/24C/BARR  DISJ PTA TRANS  TIGRE
100565,QD DIST 27/36  C/BAR DISJ PTA  TRANS TIGRE
100566,DISJ DIN 3X50A CC  FAME
100567,GRAMPO  ATERRAM.5/8(1/2)
100568,HASTE TERRA  COBR.1/2X2.00M
100569,TANQUE  TRITURADOR  1000TT
100570,BOMBA  TRANSPORTADORA
100571,ENVASADORA PEC- 120ET
100572,TORNO BANCADA  N5 ACO VERM  METALCAV
100573,GARRAFA  LIQ.ESP.C/VALV.75 None
100574,PLASTICO BOLHA  60X10MT ATCO
100575,CHURRASQUEIRA  MOR CALIFORNIA  CRODA
100576,DISCO CORTE 4  1/2X2.3 MAKITA  C10
100577,BOTINA  SEG.EL.S/B  BRONZE  GARRA39PT
100578,BOTINA  SEG.EL.S/B  BRONZE  GARRA40PT
100579,BOTINA  SEG.EL.S/B  BRONZE  GARRA41PT
100580,BOTINA  SEG.EL.S/B  BRONZE  GARRA42PT
100581,CALCULADORA  MESA  12DIG.MAXPRINT  PT
100582,TUBO GALV 2 X 195  6030MM
100583,BARRA CHATA 12  X 316
100584,CANTONEIRA 2 X  18
100585,CANTONEIRA 12 X  18
100586,AGENDA 2017 OI  BRASIL (BRINDE)
100587,AGENDA 2018
100588,COLORGIN DECOR  BRANCO  BRILHANTE -  360ML/250G
100589,CX PASSAGEM PVC  EMB. CPT 15 - TIGRE
100590,RALO  ARTICULADO  QUADR. 100 X 40 - TIGRE
100591,RIBBON RESINA.  110X74MTS
100592,RELE DE ESTADO  SOLIDO RSR189N -  4-32VCC SAIDA  220VCA/10A
100593,TUBO ESG 40MM  TIGRE
100594,AL BRONZE
100595,ALUMINIO  NATURAL
100596,POLICARBONATO  FUME 4MM
100597,PERFIL H  POLICARBONATO  FUME
100598,RETENTOR RODA  DIANTEIRA KOMBI  CLIPPER 82
100599,ROLAMENTO RODA  EXT.TRAS. KOMBI  78
100600,GRAXA  ROLAMENTO(500G BLUE-2
100601,CONTRA  PINO(1/4X03)(5511 None
100602,PLUG ROSC 1/2 - KRONA/PLASTILIT
100603,DISJUNTOR  TRIPOLAR 70 AMP.  TQC -GE
100604,CARBOLASTICO  LAGE - BD. 20 KG
100605,ALUMINIO  CHAMPAGNE
100606,EXPANCIT ESPUMA  EXPANSIVEL 500ML
100607,SPARLACK D. F. S.  BR 0.9L
100608,TE AQUATHERM  MISTUR.TRANSP.  22MM X 3/4 -TIGRE
100609,CONECTOR  AQUATHERM  MACHO 22 X 3/4 - TIGRE
100610,LUVA AQUATHERM  28MM -TIGRE
100611,LUVA AQUATHERM  22MM -TIGRE
100612,TE AQUATHERM  90O 22MM -TIGRE
100613,JOELHO  AQUATHERM 90O  X 22MM -TIGRE
100614,BUCHA RED.  AQUATHERM 28 X  22MM -TIGRE
100615,LUVA AQUATHERM  TRANS. 22MM X  3/4 -TIGRE
100616,TUBO AQUATHERM  CPVC 3MTS 28MM - TIGRE
100617,TUBO AQUATHERM  CPVC 3MTS 22MM - TIGRE
100618,ADESIVO AQUATH  CPVC FRASCO  175G -TIGRE
100619,OLEO(SUP1400  15W40)LT(115873) DELVAC VID.LONG
100620,FILTRO  BLIND.OLEO(W902 MOTORS/HYNDAI
100621,FOLDERS  63X29.7CM -  SUPRA LIFE
100622,IMPRESSOS  42.5X63.5 -  ADESIVOS SUPRA  ALIMENTOS
100623,FILTRO REG 1/4  CPTO NEW COPO  C/ PROTECAO
100624,SILENCIADOR  BRONZE CONICO  1/8
100625,VLV SOL/MOLA 1/4  5/2 VIAS 024VCC
100626,METALON GALV 50  X 50 X 155
100627,METALON GALV 50  X 30 X 125
100628,METALON GALV 20  X 20 X 125 AC
100629,CHAPA GALV  LAMBRI
100630,AF ROLDANA  PTUBO 2 CX  ABERTA
100631,TUBO GALV 12 X  155 2130MM
100632,CHAPA GALV 24  2X1 065MM
100633,CATALISADOR  PLASTIQUE
100634,TALHA ELET 600 A  1200 KG 220V -  TE5102
100635,BARRAM TRI  3X19LIG 80A 440V  TIGRE
100636,DISJ DIN 1X20A  BIV CC PRIME-GE
100637,FITA ISOL SCOTCH  33+ 20M 3M
100638,ESTILETE  EMBORRACHADO  43390302TRAMONT None
100639,DISJ DIN 2X20A CC  PRIME-GE
100640,DISJ DIN 2X32A CC  PRIME-GE
100641,DISJ DIN 1X10A  BIV.CC PRIME-GE
100642,CX LUZ OCT 3X3  TIGRE
100643,INT 1S PARALELO  10A EMB 7281P  PERLEX
100644,LUM QD EMB VID  LED 12W MB4849- MP2069 MB
100645,SUVINIL RENDE  MUITO BRANCO  18L
100646,COMPENSADO 5MM
100647,COMPENSADO 9  MM
100648,MANGUEIRA AFA  DE AGUA LARANJA  1/2
100649,ESGUICHO  TRAMONTINA
100650,GRELHA 15 X 15 P/  RALO
100651,ESPUMA  EXPANSIVA 500 ML  HAUSER
100652,CHAPA F Q 18  XADREZ 2X120
100653,CHAPA FQ 18  2X120 300MM
100654,CABO DE ACO 38  GALV 6X19 AF
100655,CLIPS P CABO DE  ACO 38
100656,TELA FIO 10MAL2  MED2X1
100657,METALON GALV 15  X 15 X 095
100658,BARRA CHATA 12  X 18
100659,PERFIL U ENRIJ 3 X  265
100660,DISCO CORTE  FINO 45 F34
100661,REV P.FERREIRA  75577 (1.94)L735  T621 30X54CM
100662,SIKADUR 32 1 KG
100663,RIBBON CERA  110X74 METROS
100664,ETIQUETA  COUCHE 104X63X1  COL - 36MTS - 545  ETQ
100665,ET ADES 48X50 CR
100666,LIQ 3VEL/PUL  ARNO CLIC PRO  LN4508 PR 110V
100667,FURADEIRA DE  BANCADA HOBBY  FBH-130I 1/3HP  MONO (110V) -  56832
100668,MORSA P/  FURADEIRA MF- 100 - 2122.3
100669,FIXADOR DA  FERRAMENTA  COMPL - 122881-3  /123100-0
100670,ANEL - 213227-5
100671,ALAVANCA -  162245-9
100672,MOLA DE  COMPRESSAO -  233459-8
100673,BOTAO TRAVA -  419192-8
100674,ANEL O' RING -  213278-8
100675,CILINDRO DO  PISTAO - 318132-2
100676,TAMPA - 286263-4
100677,PROTETOR DO  MANDRIL - 417629- 9
100678,VEDADOR DE OLEO  - 213345-9
100679,PA MAD RS 4.5X45  RP ZB 41062701
100680,CABO FLEX PP  3X2.5MM METRO
100681,DISJ DIN 3X25A CC  FAME
100682,ELETROD COND  TOP 3/4 TIGRE
100683,SOLUCAO LIMP  200CM3 KR 520
100684,DISCO DIAM  PORCELANATO  B22919-22919
100685,DISCO DIAM MAK  FAS LISO D08800
100686,DISCO DIAM MAK  FAS CONC D08785
100687,FIO CRISTAL  1.50MM (2X14)
100688,JOELHO SD  AMANCO 90X25MM
100689,JOELHO SD  AMANCO 45X25MM
100690,CABO LFLEX 6MM  METRO
100691,INT.3S 2383  PUMALUX PERLEX
100692,REG PRES BASE3-4  1416FABRIM(0024)
100693,DISJ DIN 3X63A  BIV.CC PRIME
100694,DISJ DIN 30X20A  BIV CC PRIME
100695,ADAP SD CT RSC  25X3-4 TIGRE
100696,LUVA SD AMANCO  25MM
100697,PTA LISA 80 ANG  SCHLINDWEIN
100698,PTA LISA 70 ANG  SCHLINDWEIN
100699,JOELHO AQUATH  45X22MM TIGRE
100700,CURVA TRANSP  AQUATH 22MM  TIGRE
100701,1 - RALO LINEAR  ROYAL SECO 80CM  OCULTA LINEAR -  RLPSPO80
100702,1 - RALO SQUARE  PVC OCULTO  LINEAR -  RSQPO209
100703,1 - GRELHA 15X15  QUADRADA C/  PRESSAO MEBER -  266810
100704,1 - INCEPA CJ  FIXACAO SUPORTE  L - 3009750010100
100705,1 - GRELHA 15X15  QUADRADA C/  PRESSAO MEBER -  266810
100706,3 - INCEPA CJ  FIXACAO SUPORTE  L - 3009750010100
100707,KIT  EMBREAGEM(624.3 None
100708,PARAFUSO  SOBERBA ( 4.8X16 )
100709,PARAFUSO RODA  DIANT.TRAS (  CONJ. )( PL1215 )(  5-8
100710,SILICONE  AUTOM.TEMPER.PR None
100711,FILTRO  AR(AR1018:TECFIL MTR-K2500 HDI  2008&GT;
100712,TUBO RODOAR  NYLON(METRO)(08 2)153206)
100713,TUBO RODOAR  SILICONE(METRO)( 5)
100714,REPARO PINÇA  KIA- K2500
100715,REPARO PINÇA  KIA- K2500
100716,PARAFUSO ALLEN (  06X020 )( 6600620  ) ROSCA GROSSA
100717,PARAFUSO  SEXT(06X010)ROSC 1.5(4100610)
100718,JUNTA CABEÇOTE  S/AMIANT(82343FL VW POWER
100719,9 - PAST.VIDRO  30X30 DVD018  VIVACE - DVD 018
100720,METALON GALV 40  X 20 X 125
100721,CHAVE ESTR  TRIANG.15A FORT  500VPRM6025
100722,GRELHA INOX  10X10  ROTAT.CAST. LEAO
100723,CHAVE  INTER.TRIP15A  FORT 500V  PRM6010N
100724,DOBRAD ACO  PALMELA 3" FG  620201UNIAO
100725,DOBRAD ACO 2.1- 2 FLO PR 623308  UNIAO
100726,BLIXER 2 ROBOT  COUPE 220/60/1  BRA
100727,ENVASADORA DE  LÍQUIDO COM 06  BICOS
100728,TUBO QUAD 40 X  20 X 0.75 (22)
100729,TUBO QUAD 15 X  15 X 0.90 (20)
100730,TUBO QUAD 20 X  20 X 0.75 (22)
100731,TUBO RED 1 X 0.90  (20) 25.40
100732,DEG RETO XADREZ  C/ 70CM
100733,PERFIL U ENRIJ -  2" X 2.00MM  (50ABA25X10)
100734,BARRA CHATA 1 X  1/8
100735,PISTOLA ARPREX  ECO 21 1.3MM
100736,MASCARA DE  SOLDA OPTECH
100737,LUVA RASPA 20CM  REMAR
100738,AVENTAL RASPA  S/EMENDA VALCAN
100739,TOM PAD 2P+T  20A VM C-P SB  2337 FAME
100740,CX LUZ ELETR RSC  4X2 TIGRE
100741,69 - GUARNICAO  456 BRANCO  2.40MT (70MM)  SANTA LUZIA -  456GN/BR
100742,50 - RODAPE 457  BRANCO 2.40MT  (100MM) SANTA  LUZIA - 457RP/BR
100743,600 - BUCHA  NYLON P/FIX.  RODAPE SANTA  LUZIA - 26039
100744,29 - SOCALO 179  BR SANTA LUZIA -  179
100745,12 - COLA  P/FIXACAO  RODAPE BISNAGA  400G SANTA LUZIA  - 26060
100746,1 - REV.45X90  RET.ORGANICA  DECORTILES -  8028160
100747,PHMETRO DIGITAL  DE BANCADA  MODELO Q-400AS -  QUIMIS
100748,BANDEJA CLASS  BCA
100749,BANDEJA POP S/  FURO
100750,BANDEJA EXPRESS  BCA
100751,BALCAO LIGHT II  (T/B PS)
100752,DOSADOR  VOLUMETRICO C/  CLP
100753,CHAPA GALV 22  2X1 080MM
100754,RECORTADO  MARMORE  BRANCO COMUM  0.02 POLIDO
100755,ETIQUETAS PERS.  AUTOADESIVAS  SUPRA ALIMENTOS  MOLHO BARBECUE  200G - COUCHE -  121X50
100756,ELET GERDAU 6013  2.50 MM
100757,DISCO CLASSIC  (300X3.2X19.05)  12 X 1/8 X F.3/4
100758,TUBO QUAD 40 X  20 X 1.20 (18)
100759,TUBO QUAD 15 X  15 X 1.20 (18)
100760,TUBO QUAD 20 X  20 X 1.20 (18)
100761,CH. PR. FR. 0.45  (26) - (2X1.20)
100762,INTERCOOLER(321 BONGO 2500
100763,ENGATE RAP  78506750 TRAMONTINA
100764,BUCHA DA  BALANCA
100765,BRACO AXIAL
100766,CHAPA GALV 22  2X120
100767,FILTRO AR FT  BRAVO/DOBLO/LIN 1.8 16V ETORQ  09/20
100768,FILTRO  LUBRIFICANTE FT  BRAVO 1.8 16V  2011>/DOBLO 1
100769,FILTRO  COMBUSTIVEL  INJECAO  ELETRONICA FT  BRAVO 1.8
100770,OLEO MOTOR  GAS/ALC/GNV  SINTETICO  SELENIA PURE  ENER
100771,BUCHA BANDEJA  SUSPENSAO FT  PALIO  9/2000>/WEEKEND  2
100772,BUCHA  SUSPENSAO FT  DOBLO 2002>  BRACO DIANT
100773,KIT  ESTABILIZADOR  DIANT FT  PALIO/DOBLO/SIEN None
100774,PIVO SUSPENSAO  FT FIORINO  2014>/PALIO/WEE None
100775,PASTILHA FREIO  DIANT FT DOBLO  1.4/1.8  07/2009>/GRA
100776,CHAPA GALV 26  2X1 050MM
100777,PERFIL U 50 X 25 X  265 MVAL
100778,BATENTE  SUSPENSAO DIANT  VW KOMBI
100779,ELEVADOR VIDRO  VW KOMBI CLIP  ESQ 09/2007>
100780,ABRAC COPO  25.40MM (1") 011
100781,CILINDRO MESTRE  FREIO(207)(HR/K25 2008/12)
100782,SENSOR TURBINA  KIA-K2500
100783,CILINDRO RODA  TRAS.ESQ(CR1165: BESTA 93/..
100784,JUNTA CABEÇOTE  3PICOS(82330:SAB None
100785,ROLAMENTO(14138 None
100786,ROLAMENTO(HC32 None
000011,EMBALAGENS
110001,TAMPA DE 150ML  PRETA CX 5.000  UNID
110003,TAMPA 200ML  AMARELA PÇO  38MM CX 2.500  UNID
110005,ADESIVOS SUPRA  MONTAGEM
110006,PRANCHA BLISTER  TEMPEROS
110007,SACOS PLASTICOS  14 X 25 X 0.10 -  PP/LISO
110008,ADESIVO CEBOLA  PICADA 180G
110009,ADESIVO DE  SALGADINHO  PURURUCA BACON  200G
110010,ADESIVOS DE  SALGADINHO  PURURUCA  NATURAL 200G
110011,ADESIVOS DE  SALGADINHO DE  MILHO 150G
110012,ADESIVOS DE  BATATA MEXICANA  60G
110013,ADESIVOS DE  CALDO DE PEIXE  C/E. FINAS 180G
110014,ADESIVOS DE  CALDO DE  CAMARÃO C/E.  FINAS 180G
110015,TAMPA BATOQUE  29MM VERMELHA- PRODUTO FORA  DO ESCOPO DA  CERTIFICACAO  ISO 9001
110016,POTE 220 -  QUADRADO  S/ALCA - SOMENTE  POTE
110017,TAMPA P220 QD -  (PP) - VERMELHA
110018,TAMPA 220ML  REDONDA VERDE
110019,TAMPA 220ML  REDONDA  AMARELA
110020,POTE 220ML -  REDONDO C/ ALÇA  - SOMENTE POTE
110021,TAMPA P220 E  P250 REDONDO -  (PP) - VERDE
110022,TAMPAS  PLASTICAS 38 MM  C/ SELO -  VERMELHA
110023,GR 1010ML  INCOLOR 24.00G  OLEO 1010
110024,CARTELA DE  GENGIBRE EM PÓ  20GR
110025,CARTELA DE ALHO  EM FLOCOS 20GR
110026,POTE 250 -  REDONDO S/ALCA -  NATURAL
110027,POTE 1000 -  REDONDO S/ALCA -  SOMENTE POTE
110028,TAMPA P1000 E  P1100 REDONDA -  (PP) - NATURAL
110029,BALDE 2.2 -  SOMENTE BALDE
110030,TAMPA B. 2.2 E 2.8  - (PP) - NATURAL
110031,GR 200ML  INCOLOR 13.00G  MOSTARDA  SIMETRICO
110032,GR 400ML  INCOLOR 20.00G  KETCHUP  SIMETRICO
110033,TAMPA 28MM FLIP- TOP RC PRETA  C/SELO
110034,SACO IMP  PET+PEBDL SUPRA  12X23X0.020  C/ZIPER
110035,SUP 100T-TRANSP  S ZIPER CX 1000  UN
110036,SUP 100TZ- TRANSP C ZIPER  CX 500 UN
110037,SUP 80T-TRANSP S  ZIPER CX 1000 UN
110038,SUP 80TZ-TRANSP  C ZIPER CX 500 UN
110039,SACO LISO PP  SOLDA LATERAL  120 X 200 X 0.100
110040,SACO IMP  PET+PEBDL SUPRA  17X23X0.012  TAPIOCA
110041,PRANCHA  ROTULOS
110042,POTE 220 -  REDONDO S/ALCA -  SOMENTE POTE
110044,IMPRESSOS -  SOLAPA COM  VERNIZ TOTAL
110045,IMPRESSOS -  SOLAPA COM  VERNIZ TOTAL
110046,IMPRESSOS -  SOLAPA COM  VERNIZ TOTAL
110047,IMPRESSOS -  SOLAPA COM  VERNIZ TOTAL
110048,IMPRESSOS -  SOLAPA COM  VERNIZ TOTAL
110049,SACO LISO PP  SOLDA LATERAL 95  X 120 X 0.100
110050,CX PAP OND REF  390 X 270 X 230
110051,CX PAP OND REF  390 X 270 X 230
110052,TAMPA P220 E  P250 REDONDO -  (PP) - VERMELHA
110053,FRASCO ALIME  0150X24 MOLHOS
110054,SACOS PLASTICOS  25X35 0.06 PEBD
110055,SACOS PLASTICOS  35X45 0.06 PEBD
110056,SACOS PLASTICOS  40X60 0.10 PEBD
110057,SACOS PLASTICOS  50X70 0.20 PEBD_
110058,SACOS PLASTICOS  50X70 0.10 PEBD
110059,SACOS PLASTICOS  15X30 0.15 PEBD
110060,POTE PP L.PRT225
110061,SOBRETAMPAS  PP.L.ST80
110062,FRASCO ALIME  0150X24 ROSCA  FAT (14G)
110063,TAMPAS 38MM S/  SELO AMARELA
110064,BOMBONA MOLHO  VERMELHA
110065,BOMBONA MOLHO  AMARELA
110066,ETIQUETA  ADESIVA EM BOPP  TRANSPARENTE  SEM IMPRESSÃO.  85X60MM
110067,SACO LISO PP  SOLDA LATERAL  100 X 150 X 0.100
110068,SACO LISO PP  SOLDA LATERAL  350 X 450 X 0.100
110069,PRANCHA  BLISTERS SUPRA  ALIMENTOS
110070,SACOS  POLIPROPILENO  9.5X15 0.10 C/1000
110071,EMB.PAPELAO  ONDULADO |REF.:  CX 36 POTES  220GR |AMAR.:  101 AMARRADOS  DE 25 + 1 DE 18
110072,POTE 250 -  REDONDO S/ALCA -  NATURAL
110073,CAIXA P/ TAPIOCA
110074,TAMPA DA CAIXA  GRANDE BRANCA
110075,EMBALAGEM PET
110076,EMB.PAPELAO  ONDULADO |REF.:  CX PIMENTA  |AMAR.: 88  AMARRADOS DE  25 + 1 DE 19
110077,TAMPA 5L BRANCA  VIRGEM
110078,BOBINAS 27  TRANSPARENTE  FOLHA
110079,EMBALAGEM  FLEXIVEL 50G -  TRANSPARENTE
110080,AMOSTRA
110081,CLICHE 106X100
110082,POTE DE 220ML CX  1.000 UNID
110083,POTE DE 250ML CX  800 UNID
110085,POTE DE 300ML CX  1.428 UNID
110086,CLICHE 90X110
110087,SACOS PLASTICOS  18 X 30 X 0.10 -  PP/LISO
110088,SACOS PLASTICOS  14 X 24 X 0.10 -  PP/LISO
110089,SACOS PLASTICOS  12 X 16 X 0.10 -  PP/LISO
110090,CLICHE 82X108
110091,CLICHE 82X108
110092,CLICHE 121X50
110094,CAIXA PEQUENA  MOLHOS 150ML
110095,CAIXA P/ 24  FRASCOS 180ML
110096,CLICHE 121X50
